"filename", "language", "CSS", "JavaScript", "PHP", "Markdown", "YAML", "SCSS", "JSON", "PowerShell", "XML", "HTML", "Ruby", "C++", "C", "Python", "CMake", "Shell Script", "comment", "blank", "total"
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_includes\footer.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 1, 9, 59
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_includes\header.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 3, 6, 38
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_includes\nav-docs.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 9, 61
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_includes\nav-home.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 2, 46
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_includes\page-headers.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 1, 42
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_layouts\default.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_layouts\docs.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_layouts\home.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_layouts\simple.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_plugins\bridge.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_plugins\bugify.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 4, 26
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_plugins\callout.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 5, 29
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_plugins\highlight_alt.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 9, 15, 86
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\_plugins\markdown-block.rb", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 3, 4, 21
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\about\brand.md", "Markdown", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 77
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\about\history.md", "Markdown", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\about\license.md", "Markdown", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 34
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\about\team.md", "Markdown", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\about\translations.md", "Markdown", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\brand\bootstrap-outline.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 1, 21
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\brand\bootstrap-punchout.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 1, 19
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\brand\bootstrap-solid.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 1, 18
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\css\docs.min.css", "CSS", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\docs.min.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 29
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\ie-emulation-modes-warning.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 52
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\ie10-viewport-bug-workaround.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 24
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\src\application.js", "JavaScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 84
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\vendor\anchor.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\vendor\clipboard.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\vendor\holder.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 12
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\vendor\jekyll-search.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\vendor\jquery.min.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\js\vendor\tether.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_ads.scss", "SCSS", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 69
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_anchor.scss", "SCSS", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_booticon.scss", "SCSS", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 26
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_brand.scss", "SCSS", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 12, 109
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_browser-bugs.scss", "SCSS", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 13
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_buttons.scss", "SCSS", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 18
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_callouts.scss", "SCSS", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 37
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_clipboard-js.scss", "SCSS", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 39
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_component-examples.scss", "SCSS", 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 49, 349
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_content.scss", "SCSS", 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 86
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_examples.scss", "SCSS", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 25
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_featured-sites.scss", "SCSS", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_featurettes.scss", "SCSS", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 98
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_footer.scss", "SCSS", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 42
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_masthead.scss", "SCSS", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 93
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_nav.scss", "SCSS", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 39
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_page-header.scss", "SCSS", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 59
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_responsive-tests.scss", "SCSS", 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 93
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_sidebar.scss", "SCSS", 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 108
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_skiplink.scss", "SCSS", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_syntax.scss", "SCSS", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 65
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\_team.scss", "SCSS", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\assets\scss\docs.scss", "SCSS", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 65
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\browser-bugs.md", "Markdown", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\alerts.md", "Markdown", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 115
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\breadcrumb.md", "Markdown", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\button-dropdown.md", "Markdown", 0, 0, 0, 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23, 308
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\button-group.md", "Markdown", 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 158
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\buttons.md", "Markdown", 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 53, 186
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\card.md", "Markdown", 0, 0, 0, 399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 457
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\carousel.md", "Markdown", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 248
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\collapse.md", "Markdown", 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 210
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\dropdowns.md", "Markdown", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 179
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\forms.md", "Markdown", 0, 0, 0, 592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 697
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\input-group.md", "Markdown", 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 216
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\jumbotron.md", "Markdown", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\label.md", "Markdown", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 47
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\list-group.md", "Markdown", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 133
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\modal.md", "Markdown", 0, 0, 0, 408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 84, 496
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\navbar.md", "Markdown", 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 45, 282
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\navs.md", "Markdown", 0, 0, 0, 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 58, 384
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\pagination.md", "Markdown", 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 180
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\popovers.md", "Markdown", 0, 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 350
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\progress.md", "Markdown", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 75
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\scrollspy.md", "Markdown", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 163
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\tooltips.md", "Markdown", 0, 0, 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 52, 307
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\components\utilities.md", "Markdown", 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 81, 327
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\content\code.md", "Markdown", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 54
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\content\figures.md", "Markdown", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\content\images.md", "Markdown", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 81
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\content\reboot.md", "Markdown", 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 318
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\content\tables.md", "Markdown", 0, 0, 0, 566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44, 612
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\content\typography.md", "Markdown", 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 268
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\css\bootstrap.css", "CSS", 5263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 942, 6212
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\css\bootstrap.min.css", "CSS", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\bootstrap.js", "JavaScript", 0, 2554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 337, 670, 3561
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\bootstrap.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\npm.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\alert.js", "JavaScript", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 42, 212
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\button.js", "JavaScript", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 36, 188
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\carousel.js", "JavaScript", 0, 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 92, 498
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\collapse.js", "JavaScript", 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 78, 384
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\dropdown.js", "JavaScript", 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 68, 313
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\modal.js", "JavaScript", 0, 424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 94, 556
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\popover.js", "JavaScript", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 40, 221
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\scrollspy.js", "JavaScript", 0, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 62, 340
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\tab.js", "JavaScript", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 58, 283
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\tooltip.js", "JavaScript", 0, 491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 114, 639
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\dist\js\umd\util.js", "JavaScript", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 37, 173
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\album\album.css", "CSS", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 86
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\album\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 6, 14, 131
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\blog\blog.css", "CSS", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 27, 171
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\blog\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 7, 24, 170
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\carousel\carousel.css", "CSS", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 103
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\carousel\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 18, 26, 186
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\cover\cover.css", "CSS", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 27, 161
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\cover\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 7, 15, 70
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\dashboard\dashboard.css", "CSS", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 106
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\dashboard\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 8, 10, 236
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\grid\grid.css", "CSS", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\grid\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 8, 32, 180
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\index.md", "Markdown", 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 166
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\jumbotron\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 9, 12, 85
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\jumbotron\jumbotron.css", "CSS", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\justified-nav\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 12, 13, 83
"c:\xampp\htdocs\storp\public\assets\bootstrap-4.0.0-alpha.2\docs\examples\justified-nav\justified-nav.css", "CSS", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 92
